,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
313,FC,2023-09-21,85.9,1.64,6.33,"Miley, Wade",663457,489119,strikeout,swinging_strike,,,,,13.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,S,2.0,,2,2,2023,-0.26,0.59,-1.02,1.16,,,,1,1,Bot,,,,,,,-5.800092668474402,-124.98104836705778,-7.235978614728226,-1.610887076297577,23.636585630619564,-24.75100764683522,3.39,1.64,,,,86.2,2355.0,6.4,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.14,,0.0,0.0,1.0,0.0,0.0,,7,6,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,186.0,-0.016,-0.148,,,,0.148,,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,2.48,-0.26,-0.26,51.6
314,FC,2023-09-21,88.0,1.71,6.38,"Miley, Wade",663457,489119,,foul,,,,,5.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,S,,,2,2,2023,-0.13,0.99,-0.23,2.62,,,,1,1,Bot,,,,,,,-4.442692182584416,-128.08483215115317,-5.123336517140833,-0.5893929060405672,23.66170752012381,-20.463675746304805,3.39,1.64,3.0,59.7,-43.0,88.3,2188.0,6.3,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.25,,,,,,,,7,5,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,175.0,0.0,0.0,,,,0.0,88.0,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,1.93,-0.13,-0.13,52.8
315,FC,2023-09-21,87.1,1.87,6.33,"Miley, Wade",663457,489119,,swinging_strike,,,,,4.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,S,,,2,1,2023,-0.15,0.75,-0.49,2.44,,,,1,1,Bot,,,,,,,-5.366962803643703,-126.9188596085718,-4.851800806963124,-0.7760432929488664,21.197758430014712,-23.29490649087557,3.39,1.64,,,,87.8,2271.0,6.2,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.26,,,,,,,,7,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,175.0,0.0,-0.048,,,,0.048,,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,2.2,-0.15,-0.15,53.3
316,SL,2023-09-21,79.3,1.95,6.09,"Miley, Wade",663457,489119,,ball,,,,,13.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,B,,,1,1,2023,-0.56,0.13,-1.12,0.54,,,,1,1,Bot,,,,,,,-5.638882075020219,-115.36868321630294,-5.596830039206073,-3.945787292618239,20.975719059328902,-30.201029628287632,3.34,1.57,,,,78.9,2398.0,6.0,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.51,,,,,,,,7,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,277.0,0.0,0.034,,,,-0.034,,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,3.49,-0.56,-0.56,44.0
317,FC,2023-09-21,87.9,1.83,6.3,"Miley, Wade",663457,489119,,ball,,,,,13.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,B,,,0,1,2023,-0.12,0.97,-0.51,0.95,,,,1,1,Bot,,,,,,,-5.39034327010712,-127.70510568299449,-8.851174274572807,-0.3322448511217984,23.922185454586494,-19.93746222109422,3.44,1.53,,,,87.8,2148.0,6.1,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.38,,,,,,,,7,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,168.0,0.0,0.019,,,,-0.019,,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,1.96,-0.12,-0.12,52.3
318,FC,2023-09-21,87.4,1.76,6.35,"Miley, Wade",663457,489119,,called_strike,,,,,4.0,Lars Nootbaar strikes out swinging.,R,L,L,STL,MIL,S,,,0,0,2023,-0.08,0.97,-0.68,2.68,,,,1,1,Bot,,,,,,,-5.717175484623757,-127.17656207549152,-4.696079258167188,0.3228664162794598,25.401992905869477,-20.90739427242369,3.41,1.55,,,,87.5,2144.0,6.3,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.23,,,,,,,,7,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,166.0,0.0,-0.026,,,,0.026,,0,0,0.526,0.526,36,25,37,26,1,0,6.0,1.0,6.0,1.0,2.01,-0.08,-0.08,54.3
319,FC,2023-09-21,87.2,1.8,6.36,"Miley, Wade",669242,489119,field_out,hit_into_play,,,,,8.0,"Tommy Edman grounds out, third baseman Andruw Monasterio to first baseman Rowdy Tellez.",R,R,L,STL,MIL,X,5.0,ground_ball,1,1,2023,0.03,0.64,-0.17,1.88,,,,0,1,Bot,108.62,174.3,,,,,-4.784482638411193,-126.83719436724064,-5.949755805035234,1.2846955138713223,24.80320068626872,-24.28754514895172,3.22,1.48,8.0,103.5,-14.0,87.4,2053.0,6.4,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.13,0.226,0.237,0.0,1.0,0.0,0.0,2.0,6,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,172.0,-0.021,-0.228,,,0.229,0.228,103.5,0,0,0.547,0.547,36,28,37,28,1,0,6.0,2.0,6.0,1.0,2.35,0.03,-0.03,53.1
320,CH,2023-09-21,83.1,2.06,6.24,"Miley, Wade",669242,489119,,swinging_strike,,,,,6.0,"Tommy Edman grounds out, third baseman Andruw Monasterio to first baseman Rowdy Tellez.",R,R,L,STL,MIL,S,,,1,0,2023,1.16,0.56,0.38,2.42,,,,0,1,Bot,,,,,,,-6.097199272131419,-120.8855610042806,-3.4189433804456884,12.556413573923342,21.688197022969412,-26.23839420693226,3.22,1.48,,,,83.1,1676.0,6.1,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.38,,,,,,,,6,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,128.0,0.0,-0.046,,,,0.046,,0,0,0.547,0.547,36,28,37,28,1,0,6.0,2.0,6.0,1.0,2.72,1.16,-1.16,49.6
321,FF,2023-09-21,88.7,1.69,6.44,"Miley, Wade",669242,489119,,ball,,,,,13.0,"Tommy Edman grounds out, third baseman Andruw Monasterio to first baseman Rowdy Tellez.",R,R,L,STL,MIL,B,,,0,0,2023,0.04,1.48,-1.2,1.85,,,,0,1,Bot,,,,,,,-7.113609139139276,-128.80498113864965,-8.21986763326994,1.9119758794628468,25.562528334301497,-14.160345190098331,3.24,1.48,,,,88.3,2056.0,6.1,716491,605170,642133,668930,655316,642715,592192,663368,686217,54.42,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155.0,0.0,0.036,,,,-0.036,,0,0,0.547,0.547,36,28,37,28,1,0,6.0,2.0,6.0,1.0,1.42,0.04,-0.04,52.5
322,SI,2023-09-15,90.7,1.78,6.26,"Miley, Wade",666198,489119,single,hit_into_play,,,,,6.0,Carter Kieboom singles on a line drive to right fielder Mark Canha.,R,R,L,MIL,WSH,X,9.0,line_drive,0,1,2023,1.34,1.22,0.72,2.86,,,,2,6,Top,200.87,110.17,,,,,-5.498989375078565,-131.9445570867865,-5.148656214435891,16.869867061967636,29.407397611451856,-17.070816489573883,3.45,1.59,226.0,95.5,13.0,90.3,2116.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.32,0.957,0.931,0.9,1.0,1.0,0.0,4.0,45,2,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,155.0,-0.021,0.15,,,1.161,-0.15,95.5,1,-1,0.729,0.271,36,25,37,26,3,2,6.0,3.0,6.0,1.0,1.57,1.34,-1.34,52.1
323,CH,2023-09-15,83.9,2.13,5.95,"Miley, Wade",666198,489119,,called_strike,,,,,8.0,Carter Kieboom singles on a line drive to right fielder Mark Canha.,R,R,L,MIL,WSH,S,,,0,0,2023,1.54,0.56,-0.08,2.04,,,,2,6,Top,,,,,,,-8.137246844853982,-121.93240261520054,-3.716394064912601,16.98997146308124,24.452006040165447,-26.047935949539628,3.49,1.71,,,,83.6,1818.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.3,,,,,,,,45,1,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,130.0,0.0,-0.017,,,,0.017,,1,-1,0.729,0.271,36,25,37,26,3,2,6.0,3.0,6.0,1.0,2.69,1.54,-1.54,45.6
324,CH,2023-09-15,84.3,2.09,6.01,"Miley, Wade",660688,489119,field_out,hit_into_play,,,,,12.0,Keibert Ruiz flies out to right fielder Mark Canha.,R,R,L,MIL,WSH,X,9.0,fly_ball,1,0,2023,1.36,0.84,0.92,2.53,,,,1,6,Top,193.19,94.62,,,,,-5.408401224681064,-122.5993214222738,-3.3601068245183106,14.760910800317635,24.40466858262386,-23.234883324797163,3.38,1.57,307.0,86.8,30.0,84.0,1732.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.33,0.04,0.046,0.0,1.0,0.0,0.0,3.0,44,2,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,138.0,0.026,-0.194,,,0.076,0.194,88.0,1,-1,0.703,0.297,36,24,37,25,3,2,6.0,1.0,6.0,1.0,2.37,1.36,-1.36,45.7
325,FC,2023-09-15,85.7,2.05,6.06,"Miley, Wade",660688,489119,,ball,,,,,14.0,Keibert Ruiz flies out to right fielder Mark Canha.,R,R,L,MIL,WSH,B,,,0,0,2023,-0.07,0.79,0.15,0.99,,,,1,6,Top,,,,,,,-4.346634354626214,-124.54462798650616,-7.273592152572953,0.1747923569764595,25.62638644148882,-22.63963502362084,3.22,1.59,,,,85.5,2297.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.22,,,,,,,,44,1,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,178.0,0.0,0.025,,,,-0.025,,1,-1,0.703,0.297,36,24,37,25,3,2,6.0,1.0,6.0,1.0,2.32,-0.07,0.07,50.1
326,CH,2023-09-15,84.3,2.09,6.0,"Miley, Wade",608841,489119,field_out,hit_into_play,,,,,12.0,Joey Meneses grounds out to first baseman Carlos Santana.,R,R,L,MIL,WSH,X,3.0,ground_ball,2,2,2023,1.44,0.62,1.54,3.0,,,,0,6,Top,158.88,168.19,,,,,-4.129409175410311,-122.67193526778236,-1.8211683226470985,15.317527447296266,24.677841364967268,-25.748444635612376,3.62,1.73,12.0,80.3,-13.0,84.0,1879.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.38,0.06,0.049,0.0,1.0,0.0,0.0,2.0,43,5,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,139.0,0.036,-0.214,,,0.06,0.214,88.0,1,-1,0.667,0.333,36,31,37,31,3,2,6.0,1.0,6.0,1.0,2.59,1.44,-1.44,45.7
327,FC,2023-09-15,87.4,1.75,6.26,"Miley, Wade",608841,489119,,called_strike,,,,,5.0,Joey Meneses grounds out to first baseman Carlos Santana.,R,R,L,MIL,WSH,S,,,2,1,2023,-0.1,0.73,-0.12,2.98,,,,0,6,Top,,,,,,,-4.309126952310239,-127.16306408086962,-3.204238578384091,-0.1252549428592027,27.85638739354167,-23.865004219617088,3.68,1.79,,,,87.0,2298.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.31,,,,,,,,43,4,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,177.0,0.0,-0.067,,,,0.067,,1,-1,0.667,0.333,36,31,37,31,3,2,6.0,1.0,6.0,1.0,2.28,-0.1,0.1,53.5
328,FC,2023-09-15,87.1,1.8,6.27,"Miley, Wade",608841,489119,,swinging_strike,,,,,1.0,Joey Meneses grounds out to first baseman Carlos Santana.,R,R,L,MIL,WSH,S,,,2,0,2023,-0.34,0.77,-0.34,3.29,,,,0,6,Top,,,,,,,-4.443105878390424,-126.9044772315853,-2.5866035540954124,-2.7537940467877853,25.35366669055909,-23.55248844237839,3.62,1.73,,,,87.0,2364.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.37,,,,,,,,43,3,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,188.0,0.0,-0.058,,,,0.058,,1,-1,0.667,0.333,36,31,37,31,3,2,6.0,1.0,6.0,1.0,2.22,-0.34,0.34,51.0
329,CH,2023-09-15,83.2,2.01,6.0,"Miley, Wade",608841,489119,,ball,,,,,14.0,Joey Meneses grounds out to first baseman Carlos Santana.,R,R,L,MIL,WSH,B,,,1,0,2023,1.3,0.67,0.28,1.21,,,,0,6,Top,,,,,,,-6.50429012291096,-121.03011049474146,-5.895157980689207,14.037404555854504,22.424833636807943,-24.616681295361552,3.55,1.65,,,,83.4,1828.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.16,,,,,,,,43,2,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,135.0,0.0,0.064,,,,-0.064,,1,-1,0.667,0.333,36,31,37,31,3,2,6.0,1.0,6.0,1.0,2.61,1.3,-1.3,46.1
330,SI,2023-09-15,90.9,1.59,6.33,"Miley, Wade",608841,489119,,ball,,,,,14.0,Joey Meneses grounds out to first baseman Carlos Santana.,R,R,L,MIL,WSH,B,,,0,0,2023,1.24,1.4,1.31,1.98,,,,0,6,Top,,,,,,,-3.337097856034077,-132.11918193372352,-7.944660657740199,15.222651480750676,28.312522037408066,-14.22136176535797,3.66,1.81,,,,90.5,2105.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.4,,,,,,,,43,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,158.0,0.0,0.036,,,,-0.036,,1,-1,0.667,0.333,36,31,37,31,3,2,6.0,1.0,6.0,1.0,1.36,1.24,-1.24,51.6
331,FC,2023-09-15,86.4,2.02,6.13,"Miley, Wade",657041,489119,field_out,hit_into_play,,,,,9.0,"Lane Thomas grounds out, third baseman Andruw Monasterio to first baseman Carlos Santana.",R,R,L,MIL,WSH,X,5.0,ground_ball,3,1,2023,-0.12,0.58,0.71,1.64,,,,2,5,Top,104.56,166.16,,,,,-2.861762554961932,-125.70596489172868,-5.654364091238816,-0.7116930324377531,25.199442231159487,-25.09508722784208,3.08,1.46,3.0,89.8,-28.0,86.3,2254.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.27,0.086,0.091,0.0,1.0,0.0,0.0,2.0,35,5,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,184.0,0.005,-0.166,,,0.105,0.166,89.8,-3,3,0.174,0.826,36,27,37,28,3,2,6.0,1.0,6.0,1.0,2.47,-0.12,0.12,50.8
332,FC,2023-09-15,88.6,1.68,6.26,"Miley, Wade",657041,489119,,ball,,,,,13.0,"Lane Thomas grounds out, third baseman Andruw Monasterio to first baseman Carlos Santana.",R,R,L,MIL,WSH,B,,,2,1,2023,-0.06,0.81,-1.21,1.78,,,,2,5,Top,,,,,,,-6.918611103670102,-128.83719715321763,-6.584821927623395,0.8181486822033177,26.67338429590885,-21.91145843440635,3.14,1.54,,,,88.6,2366.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.19,,,,,,,,35,4,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,176.0,0.0,0.045,,,,-0.045,,-3,3,0.174,0.826,36,27,37,28,3,2,6.0,1.0,6.0,1.0,2.09,-0.06,0.06,56.1
333,CU,2023-09-15,76.8,1.9,6.21,"Miley, Wade",657041,489119,,ball,,,,,13.0,"Lane Thomas grounds out, third baseman Andruw Monasterio to first baseman Carlos Santana.",R,R,L,MIL,WSH,B,,,1,1,2023,-0.87,-1.15,-1.64,0.02,,,,2,5,Top,,,,,,,-5.87748198746336,-111.56731386467212,-3.808686040112741,-5.782871703359596,25.181661769056586,-40.96075092157269,3.01,1.4,,,,75.7,2491.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.36,,,,,,,,35,3,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,323.0,0.0,0.02,,,,-0.02,,-3,3,0.174,0.826,36,27,37,28,3,2,6.0,1.0,6.0,1.0,5.11,-0.87,0.87,55.6
334,CH,2023-09-15,83.8,1.91,6.02,"Miley, Wade",657041,489119,,called_strike,,,,,4.0,"Lane Thomas grounds out, third baseman Andruw Monasterio to first baseman Carlos Santana.",R,R,L,MIL,WSH,S,,,1,0,2023,1.88,1.24,-0.35,1.99,,,,2,5,Top,,,,,,,-8.898610226559699,-121.67715142822634,-5.290932811213647,20.449773664963114,24.597013242176136,-19.00347782343877,3.04,1.4,,,,83.4,1921.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.27,,,,,,,,35,2,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,133.0,0.0,-0.022,,,,0.022,,-3,3,0.174,0.826,36,27,37,28,3,2,6.0,1.0,6.0,1.0,2.03,1.88,-1.88,45.1
335,CH,2023-09-15,84.0,2.02,6.07,"Miley, Wade",657041,489119,,ball,,,,,12.0,"Lane Thomas grounds out, third baseman Andruw Monasterio to first baseman Carlos Santana.",R,R,L,MIL,WSH,B,,,0,0,2023,1.55,1.48,1.5,2.93,,,,2,5,Top,,,,,,,-4.266057606662009,-122.21522998856824,-3.7586702638952834,16.35333825206375,25.76102195840308,-16.85604052184227,3.17,1.56,,,,83.6,1895.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.31,,,,,,,,35,1,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,141.0,0.0,0.016,,,,-0.016,,-3,3,0.174,0.826,36,27,37,28,3,2,6.0,1.0,6.0,1.0,1.77,1.55,-1.55,45.8
336,FF,2023-09-15,88.1,1.89,6.22,"Miley, Wade",682928,489119,field_out,hit_into_play,,,,,6.0,CJ Abrams pops out to catcher William Contreras in foul territory.,R,L,L,MIL,WSH,X,2.0,popup,1,0,2023,0.5,1.55,0.46,2.56,,,,1,5,Top,129.94,209.9,,,,,-4.503713722101393,-128.08481854636383,-5.957385655778724,6.505968654067743,28.26563960713364,-14.069653771149037,3.42,1.59,5.0,85.0,82.0,87.7,2341.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.27,0.001,0.0,0.0,1.0,0.0,0.0,3.0,34,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,163.0,0.009,-0.194,,,0.001,0.194,88.0,-3,3,0.165,0.835,36,22,37,23,3,2,6.0,1.0,6.0,1.0,1.41,0.5,0.5,47.1
337,FF,2023-09-15,89.1,1.82,6.18,"Miley, Wade",682928,489119,,ball,,,,,13.0,CJ Abrams pops out to catcher William Contreras in foul territory.,R,L,L,MIL,WSH,B,,,0,0,2023,0.7,1.57,-0.47,1.46,,,,1,5,Top,,,,,,,-7.075223939782419,-129.2812364762659,-8.766399927443686,9.367665323231323,28.598762600509456,-12.883245821429057,3.45,1.63,,,,88.6,2122.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.22,,,,,,,,34,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,162.0,0.0,0.025,,,,-0.025,,-3,3,0.165,0.835,36,22,37,23,3,2,6.0,1.0,6.0,1.0,1.33,0.7,0.7,51.9
338,FF,2023-09-15,85.6,2.18,6.06,"Miley, Wade",696285,489119,field_out,hit_into_play,,,,,3.0,Jacob Young lines out sharply to center fielder Sal Frelick.,R,R,L,MIL,WSH,X,8.0,line_drive,2,1,2023,0.21,1.33,0.28,2.79,,,,0,5,Top,119.76,48.12,,,,,-4.86866609200983,-124.61116596502632,-4.124089448530177,3.136707245011118,25.481828607969,-17.66855162077527,3.25,1.49,373.0,102.7,19.0,85.3,2207.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.37,0.457,0.561,0.0,1.0,0.0,0.0,5.0,33,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,173.0,0.011,-0.281,,,0.907,0.281,102.7,-3,3,0.154,0.846,36,23,37,24,2,1,6.0,1.0,6.0,1.0,1.78,0.21,-0.21,46.6
339,CH,2023-09-15,83.4,2.22,6.0,"Miley, Wade",696285,489119,,ball,,,,,14.0,Jacob Young lines out sharply to center fielder Sal Frelick.,R,R,L,MIL,WSH,B,,,1,1,2023,1.89,1.17,0.78,1.11,,,,0,5,Top,,,,,,,-7.000439106380076,-121.05176965660851,-7.063708209446518,19.902672981861038,23.755770918892704,-19.42105208199984,3.24,1.51,,,,83.2,1954.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.18,,,,,,,,33,3,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,132.0,0.0,0.053,,,,-0.053,,-3,3,0.154,0.846,36,23,37,24,2,1,6.0,1.0,6.0,1.0,2.12,1.89,-1.89,43.6
340,FF,2023-09-15,86.1,2.01,6.24,"Miley, Wade",696285,489119,,called_strike,,,,,7.0,Jacob Young lines out sharply to center fielder Sal Frelick.,R,R,L,MIL,WSH,S,,,1,0,2023,0.31,1.13,-0.35,1.64,,,,0,5,Top,,,,,,,-6.207041047586952,-125.0680885170103,-6.938952187875048,4.464330633973848,25.083035078945404,-19.109499895928195,3.25,1.49,,,,85.8,2224.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.3,,,,,,,,33,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,165.0,0.0,-0.046,,,,0.046,,-3,3,0.154,0.846,36,23,37,24,2,1,6.0,1.0,6.0,1.0,1.96,0.31,-0.31,51.3
341,CH,2023-09-15,81.6,2.03,6.01,"Miley, Wade",696285,489119,,ball,,,,,14.0,Jacob Young lines out sharply to center fielder Sal Frelick.,R,R,L,MIL,WSH,B,,,0,0,2023,1.9,0.85,0.6,0.9,,,,0,5,Top,,,,,,,-6.841000078030138,-118.44571757152124,-6.492408276999626,19.157380866156423,22.846895605879677,-23.123981839049744,3.25,1.59,,,,81.4,1810.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.19,,,,,,,,33,1,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,131.0,0.0,0.036,,,,-0.036,,-3,3,0.154,0.846,36,23,37,24,2,1,6.0,1.0,6.0,1.0,2.6,1.9,-1.9,44.1
342,CH,2023-09-15,84.4,2.17,5.97,"Miley, Wade",669743,489119,field_out,hit_into_play,,,,,8.0,Alex Call flies out to left fielder Christian Yelich.,R,R,L,MIL,WSH,X,7.0,fly_ball,0,0,2023,1.39,0.88,0.12,1.83,,,666198.0,2,4,Top,45.3,82.59,,,,,-7.501591219893058,-122.62628222912129,-5.014245988461118,15.471189397152456,23.509408893172296,-22.44992094384503,3.28,1.59,348.0,94.1,28.0,84.4,1813.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.19,0.129,0.18,0.0,1.0,0.0,0.0,3.0,27,1,Changeup,0,3,3,0,3,0,3,0,Infield shade,Standard,136.0,0.013,-0.241,,,0.339,0.241,94.1,-3,3,0.19,0.81,36,28,37,29,2,1,6.0,3.0,6.0,5.0,2.32,1.39,-1.39,43.5
343,CH,2023-09-15,84.3,2.19,5.95,"Miley, Wade",656308,489119,strikeout,swinging_strike,,,,,14.0,Michael Chavis strikes out swinging.,R,R,L,MIL,WSH,S,2.0,,0,2,2023,1.44,0.67,1.59,2.04,,,666198.0,1,4,Top,,,,,,,-4.237670710391248,-122.61405659898767,-4.006330642072325,15.30757657464787,25.492223788358466,-24.78598084855803,3.48,1.54,,,,84.1,1804.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.23,,0.0,0.0,1.0,0.0,0.0,,26,3,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,132.0,0.015,-0.188,,,,0.188,,-3,3,0.175,0.825,36,27,37,28,2,1,6.0,5.0,6.0,2.0,2.55,1.44,-1.44,41.3
344,FC,2023-09-15,87.4,1.65,6.29,"Miley, Wade",656308,489119,,called_strike,,,,,1.0,Michael Chavis strikes out swinging.,R,R,L,MIL,WSH,S,,,0,1,2023,-0.01,0.69,-0.63,3.34,,,666198.0,1,4,Top,,,,,,,-5.493582775856668,-127.17089309289028,-2.339237957043121,1.124225103227692,27.46179219042715,-24.461617010958378,3.62,1.68,,,,87.1,2235.0,6.3,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.25,,,,,,,,26,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,178.0,0.0,-0.062,,,,0.062,,-3,3,0.175,0.825,36,27,37,28,2,1,6.0,5.0,6.0,2.0,2.31,-0.01,0.01,53.9
345,CH,2023-09-15,83.9,2.1,6.05,"Miley, Wade",656308,489119,,swinging_strike,,,,,12.0,Michael Chavis strikes out swinging.,R,R,L,MIL,WSH,S,,,0,0,2023,1.56,0.94,1.12,2.63,,,666198.0,1,4,Top,,,,,,,-5.326648674891424,-122.01026624375262,-3.311737722157555,16.625393590537396,25.04286550886884,-22.35270788889213,3.48,1.54,,,,83.6,1812.0,6.2,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.27,,,,,,,,26,1,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,133.0,0.0,-0.05,,,,0.05,,-3,3,0.175,0.825,36,27,37,28,2,1,6.0,5.0,6.0,2.0,2.31,1.56,-1.56,47.0
346,FC,2023-09-15,86.9,1.89,6.26,"Miley, Wade",545121,489119,field_out,hit_into_play,,,,,2.0,Ildemaro Vargas pops out to second baseman Brice Turang.,R,R,L,MIL,WSH,X,4.0,popup,3,1,2023,-0.09,0.82,0.25,2.74,,,666198.0,0,4,Top,143.91,118.63,,,,,-3.743486930493826,-126.48556248228266,-3.855518010914277,-0.0551322129145801,28.913929821376463,-22.807215794855303,3.24,1.48,209.0,87.1,57.0,86.2,2260.0,6.1,716578,661388,467793,668930,655316,642715,592885,686217,592192,54.41,0.003,0.003,0.0,1.0,0.0,0.0,3.0,25,5,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,178.0,0.018,-0.557,,,0.003,0.557,88.0,-3,3,0.157,0.843,36,31,37,32,2,1,6.0,2.0,6.0,2.0,2.23,-0.09,0.09,51.0
